Zeitstempel,Age,Gender,City,Seniority level,Position (without seniority),Years of experience,Your main technology / programming language,Yearly brutto salary (without bonus and stocks),Yearly bonus,Yearly stocks,Yearly brutto salary (without bonus and stocks) one year ago. Only answer if staying in same country,Yearly bonus one year ago. Only answer if staying in same country,Yearly stocks one year ago. Only answer if staying in same country,Number of vacation days,Number of home office days per month,Main language at work,Company name ,Company size,Company type,Сontract duration,Company business sector,0,Timestamp,Position ,Total years of experience,Years of experience in Germany,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Employment status,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
03.12.2019 11:47:33,41.0,Male,Munich,Junior,Backend Developer,0.0,Java,55000.0,5000.0,,32000.0,8000.0,,30.0,2.0,English,ProSiebenSat.1,1000+,Product,unlimited,Telecom,,,,,,,,,,,,,,
03.12.2019 11:53:44,33.0,Male,Karlsruhe,Senior,QA,7.0,Java,67000.0,6700.0,3000.0,65000.0,6000.0,3000.0,30.0,5.0,English,,1000+,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 12:02:42,31.0,Male,Frankfurt,Senior,Data Scientist,7.0,Python,85000.0,15000.0,,,,,30.0,10.0,English,,1000+,,unlimited,Health,,,,,,,,,,,,,,
03.12.2019 12:03:11,25.0,Male,Kyiv,Senior,DevOps,4.0,Go,60000.0,,12500.0,42000.0,,0.0,,,Russian,,1000+,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 12:24:16,27.0,Female,Berlin,Middle,Data Scientist,3.0,Python,67000.0,0.0,,,,,27.0,20.0,English,,1000+,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 12:33:17,29.0,Male,Kyiv,Senior,DevOps,8.0,AWS,65000.0,,,,,,21.0,20.0,Russian,,50-100,Product,unlimited,Health,,,,,,,,,,,,,,
03.12.2019 12:35:38,27.0,Male,Berlin,Senior,Researcher,5.0,Python,100000.0,0.0,,,,,30.0,4.0,English,,100-1000,Startup,unlimited,Manufacture,,,,,,,,,,,,,,
03.12.2019 12:41:36,36.0,Male,Berlin,Middle,Data Scientist,18.0,Python,56000.0,5000.0,,58000.0,,0.0,22.0,2.0,English,,100-1000,Product,more than 1 year,Gaming,,,,,,,,,,,,,,
03.12.2019 12:43:36,28.0,Male,Munich,Middle,Business Analyst,7.0,Javascript / Typescript,62500.0,,,,,,30.0,20.0,English,,1000+,Product,more than 1 year,Software Development,,,,,,,,,,,,,,
03.12.2019 12:52:51,33.0,Male,Berlin,Middle,Backend Developer,10.0,Kotlin,76000.0,16000.0,2000.0,74000.0,,1000.0,28.0,4.0,English,,1000+,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 13:11:56,34.0,Male,Freiburg,Middle,Backend Developer,2.0,Java,42000.0,,,42000.0,,,28.0,,English,,100-1000,Consulting / Agency,unlimited,,,,,,,,,,,,,,,
03.12.2019 13:16:20,36.0,Male,Berlin,Senior,Manager,15.0,Not Relevant,77000.0,,,83000.0,,,24.0,,English,,100-1000,Product,1 year,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 13:44:56,23.0,Male,Berlin,Senior,Frontend Developer,5.0,Javascript / Typescript,65000.0,,,,,,22.0,,English,Auto1,100-1000,Product,unlimited,Transport,,,,,,,,,,,,,,
03.12.2019 13:45:17,35.0,Male,Berlin,Senior,Backend Developer,17.0,PHP,60000.0,,,,,,24.0,0.0,Russian,Auto1 Group,100-1000,Product,unlimited,Transport,,,,,,,,,,,,,,
03.12.2019 13:51:10,27.0,Male,Munich,Middle,Data Engineer,1.0,Python,58000.0,,,48000.0,,,30.0,20.0,English,,10-50,Startup,more than 1 year,,,,,,,,,,,,,,,
03.12.2019 14:00:58,30.0,Male,Munich,Senior,Mobile Developer,9.0,Kotlin,72000.0,3000.0,,65000.0,3000.0,,24.0,,Russian,Social Network,10-50,Startup,unlimited,Media,,,,,,,,,,,,,,
03.12.2019 14:03:42,37.0,Male,Amsterdam,Senior,QA,14.0,AWS,75000.0,,,78000.0,,,25.0,,English,Video Streaming,100-1000,Product,unlimited,Media,,,,,,,,,,,,,,
03.12.2019 15:50:04,,Male,Berlin,Senior,Machine Learning Engineer,10.0,Python,108000.0,18000.0,25000.0,,,,30.0,,English,,100-1000,Product,unlimited,,,,,,,,,,,,,,,
03.12.2019 15:50:19,41.0,Male,Munich,Senior,Backend Developer,20.0,Java,78000.0,0.0,,75000.0,,,30.0,4.0,English,,100-1000,Product,unlimited,Software Development,,,,,,,,,,,,,,
03.12.2019 15:56:07,32.0,Male,Vienna,Lead,Software Architect,12.0,.NET,80000.0,8800.0,,,,,25.0,4.0,English,Nuance ,1000+,Product,unlimited,Health,,,,,,,,,,,,,,
03.12.2019 15:56:31,34.0,Male,Berlin,Senior,Backend Developer,13.0,Python,70000.0,0.0,,65000.0,,,30.0,4.0,English,,100-1000,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 15:59:33,,Male,Munich,Senior,Software Architect,10.0,Java,120000.0,48000.0,,,,,35.0,,,,1000+,Product,,Manufacture,,,,,,,,,,,,,,
03.12.2019 16:08:49,45.0,Male,Berlin,Middle,Data Engineer,14.0,Java,34446.0,,,,,,,,English,,50-100,Product,unlimited,Сonstruction,,,,,,,,,,,,,,
03.12.2019 16:16:58,,Male,Frankfurt,Senior,Backend Developer,8.0,Java,108000.0,36000.0,,,,,28.0,0.0,,,100-1000,,unlimited,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 16:21:59,,Male,Munich,Lead,Data Scientist,8.0,Python,130000.0,36000.0,,,,,32.0,4.0,,,1000+,Product,,Manufacture,,,,,,,,,,,,,,
03.12.2019 16:24:03,,Male,Stuttgart,Senior,Fullstack Developer,6.0,Python,90000.0,12000.0,,,,,26.0,,,,,,,Manufacture,,,,,,,,,,,,,,
03.12.2019 16:25:30,,Female,Berlin,Senior,Data Scientist,7.0,Python,65000.0,3000.0,,,,,28.0,,English,,50-100,Startup,unlimited,,,,,,,,,,,,,,,
03.12.2019 16:30:01,,Male,Munich,Senior,Frontend Developer,4.0,Javascript / Typescript,70000.0,,,55000.0,,,27.0,20.0,English,,10-50,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 16:33:31,36.0,Male,Kyiv,Middle,DevOps,3.0,AWS,38400.0,,,,30000.0,,24.0,4.0,Russian,,1000+,Bodyshop / Outsource,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 16:39:36,,Male,Berlin,Senior,Data Scientist,6.0,Python,96000.0,18000.0,,,,,30.0,,,,,Product,,,,,,,,,,,,,,,,
03.12.2019 16:40:55,35.0,Male,Frankfurt,Senior,Product Manager,13.0,Not Relevant,60000.0,,,,,,27.0,,Deutsch,,10-50,Startup,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 16:50:33,32.0,Female,Munich,Senior,Backend Developer,8.0,Java,62000.0,6000.0,,,,,,,English,,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 16:58:06,29.0,Male,Munich,Middle,Frontend Developer,8.0,Javascript / Typescript,65000.0,,,61500.0,,,30.0,,English,,100-1000,Product,unlimited,,,,,,,,,,,,,,,
03.12.2019 16:59:00,,Female,Munich,,SAP Consultant,10.0,SAP / ABAP,80200.0,4000.0,,,,,30.0,1.0,Deutsch,,100-1000,,,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 16:59:30,33.0,Male,Munich,Lead,Backend Developer,11.0,Java,90000.0,,,85000.0,,,28.0,,English,,100-1000,Product,unlimited,Dating,,,,,,,,,,,,,,
03.12.2019 17:10:00,33.0,Male,Kyiv,Middle,System Administrator,15.0,Not Relevant,36000.0,2000.0,,20000.0,2000.0,0.0,24.0,5.0,Russian,,10-50,Consulting / Agency,unlimited,Government,,,,,,,,,,,,,,
03.12.2019 17:23:56,39.0,Male,Munich,Senior,Fullstack Developer,15.0,PHP,75700.0,4000.0,,60000.0,,0.0,30.0,8.0,English,,100-1000,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 17:33:27,25.0,Female,Cologne,Junior,IT Security,2.0,Not Relevant,46000.0,3000.0,,,,,30.0,20.0,Deutsch,,1000+,,unlimited,Telecom,,,,,,,,,,,,,,
03.12.2019 18:05:49,33.0,Female,Berlin,Middle,QA,5.0,Ruby,63400.0,,,51000.0,,,28.0,,English,,1000+,Product,unlimited,Catering,,,,,,,,,,,,,,
03.12.2019 18:31:52,35.0,Male,Munich,Senior,Backend Developer,16.0,Java,70000.0,,,70000.0,,,25.0,,Russian,3D,10-50,Product,unlimited,Media,,,,,,,,,,,,,,
03.12.2019 18:33:44,34.0,Male,Berlin,Senior,Backend Developer,9.0,.NET,70000.0,7000.0,,,,,25.0,,English,,1000+,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 18:37:06,31.0,Female,Frankfurt,Senior,Backend Developer,7.0,Java,68000.0,,,72000.0,,,28.0,10.0,English,,10-50,Startup,unlimited,Security,,,,,,,,,,,,,,
03.12.2019 19:02:46,,Male,Amsterdam,Senior,Machine Learning Engineer,11.0,Python,106000.0,25000.0,117000.0,,,,26.0,,English,,1000+,Startup,unlimited,,,,,,,,,,,,,,,
03.12.2019 19:12:30,34.0,Male,Pforzheim,Senior,Backend Developer,13.0,Java,75000.0,,,65000.0,,,29.0,0.0,Deutsch,,50-100,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 19:20:52,32.0,Male,Munich,Senior,Software Architect,8.0,Java,100000.0,,,65000.0,10000.0,,29.0,,Deutsch,,10-50,Product,unlimited,Health,,,,,,,,,,,,,,
03.12.2019 19:29:16,33.0,Male,Munich,Senior,Backend Developer,11.0,AWS,90000.0,10000.0,,80000.0,7000.0,,28.0,,English,,1000+,Product,unlimited,Manufacture,,,,,,,,,,,,,,
03.12.2019 19:32:43,44.0,Male,Berlin,Senior,Frontend Developer,5.0,Javascript / Typescript,65000.0,,,,,,24.0,,English,,10-50,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 19:48:01,26.0,Male,Nuremberg,Junior,DevOps,0.0,Not Relevant,55000.0,,,,,,30.0,0.0,Deutsch,,,,unlimited,,,,,,,,,,,,,,,
03.12.2019 20:32:32,30.0,Male,Berlin,Senior,Data Scientist,8.0,Python,90000.0,20000.0,,,,,,,English,,50-100,Startup,more than 1 year,Scientific Activities,,,,,,,,,,,,,,
03.12.2019 20:49:10,37.0,Male,Stuttgart,Senior,Software Architect,11.0,Not Relevant,105000.0,,,98000.0,,,30.0,5.0,Deutsch,,1000+,Product,unlimited,Automotive,,,,,,,,,,,,,,
03.12.2019 21:08:26,24.0,Female,Frankfurt,Junior,Fullstack Developer,1.0,Java,52000.0,5000.0,,,,,30.0,0.0,Deutsch,,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 21:30:05,27.0,Male,Berlin,Senior,Manager,6.0,Python,58000.0,,,55000.0,,,27.0,1.0,English,,100-1000,Startup,unlimited,Tourism,,,,,,,,,,,,,,
03.12.2019 21:44:48,30.0,Male,Kassel ,Middle,Frontend Developer,4.0,Javascript / Typescript,55000.0,5000.0,2000.0,53500.0,4400.0,1800.0,29.0,4.0,Deutsch,Cisco,1000+,Product,unlimited,Software Development,,,,,,,,,,,,,,
03.12.2019 21:46:29,36.0,Male,Munich,Senior,DevOps,15.0,AWS,85000.0,,1.0,,,,28.0,0.0,English,Luxoft,100-1000,Consulting / Agency,unlimited,IT,,,,,,,,,,,,,,
03.12.2019 21:48:43,31.0,Female,Munich,Senior,Mobile Developer,8.0,Swift,75000.0,,,65000.0,,,26.0,20.0,English,,100-1000,Startup,unlimited,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 21:51:50,33.0,Male,Munich,Senior,Embedded Developer,4.0,C/C++,60000.0,1400.0,,55000.0,1100.0,,30.0,2.0,Deutsch,,100-1000,Consulting / Agency,unlimited,Manufacture,,,,,,,,,,,,,,
03.12.2019 21:57:03,,Female,Munich,Middle,Data Engineer,7.0,SQL,52000.0,6250.0,,48000.0,5250.0,,29.0,5.0,English,,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 22:13:11,,Male,Munich,Senior,Software Architect,12.0,Java,85000.0,5000.0,,72000.0,5000.0,,24.0,15.0,English,IntellectEU,100-1000,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
03.12.2019 22:32:24,43.0,Male,Berlin,Middle,Backend Developer,20.0,Ruby,70000.0,7000.0,15000.0,67000.0,,0.0,24.0,8.0,English,,1000+,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 22:34:45,40.0,Male,Frankfurt,Senior,Manager,18.0,Not Relevant,88000.0,,,88000.0,7000.0,4000.0,30.0,15.0,English,,1000+,Bodyshop / Outsource,unlimited,IT,,,,,,,,,,,,,,
03.12.2019 22:48:58,35.0,Male,Munich,Senior,DevOps,15.0,Java,73000.0,6000.0,,70000.0,5700.0,,,5.0,Deutsch,BMW,1000+,Product,unlimited,Manufacture,,,,,,,,,,,,,,
03.12.2019 23:25:18,36.0,Male,Munich,Senior,Mobile Developer,20.0,Swift,150000.0,,,80000.0,,,60.0,15.0,Deutsch,,up to 10,Bodyshop / Outsource,unlimited,Transport,,,,,,,,,,,,,,
03.12.2019 23:25:30,28.0,Male,Munich,Senior,Backend Developer,7.0,Java,74000.0,6000.0,,69000.0,6000.0,,28.0,,English,,1000+,Product,unlimited,Сommerce,,,,,,,,,,,,,,
03.12.2019 23:49:50,31.0,Male,Munich,Senior,Backend Developer,10.0,Java,78000.0,,15000.0,70000.0,,15000.0,28.0,,English,,100-1000,Startup,unlimited,Tourism,,,,,,,,,,,,,,
03.12.2019 23:51:17,30.0,Male,Munich,Head,DevOps,10.0,AWS,77000.0,10000.0,,70000.0,1.0,,25.0,0.0,English,,50-100,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 00:02:01,,Male,Munich,Senior,Data Scientist,12.0,Python,125000.0,32000.0,,,,,30.0,,Deutsch,,100-1000,Product,unlimited,Transport,,,,,,,,,,,,,,
04.12.2019 00:04:40,,Male,Berlin,Head,"CTO (CEO, CFO)",14.0,C/C++,32000.0,,350000.0,,,,20.0,,English,,10-50,Startup,unlimited,,,,,,,,,,,,,,,
04.12.2019 00:07:30,35.0,Female,Madrid,Middle,Sales Engineer,12.0,Not Relevant,46000.0,3000.0,,45000.0,3500.0,,22.0,0.0,Spanish,Sulzer,1000+,Product,unlimited,Manufacture,,,,,,,,,,,,,,
04.12.2019 00:11:03,28.0,Male,Berlin,Senior,Backend Developer,6.0,Ruby,52000.0,,,52000.0,,,20.0,0.0,English,,100-1000,Startup,1 year,,,,,,,,,,,,,,,
04.12.2019 00:13:56,,Male,Berlin,Senior,Data Scientist,6.0,Python,87000.0,12000.0,,82000.0,8000.0,,28.0,,English,,50-100,Startup,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 00:57:53,26.0,Male,Frankfurt,Middle,Manager,5.0,Not Relevant,65000.0,1000.0,,59000.0,,,37.0,3.0,English,,1000+,,unlimited,Manufacture,,,,,,,,,,,,,,
04.12.2019 01:15:09,25.0,Male,Berlin,Middle,DevOps,3.0,Not Relevant,55000.0,5000.0,,,,,30.0,5.0,English,,100-1000,Startup,unlimited,Transport,,,,,,,,,,,,,,
04.12.2019 01:19:30,27.0,Female,Munich,Senior,QA,7.0,Java,69000.0,5500.0,,65000.0,5000.0,,28.0,,English,Wirecard,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 04:01:31,32.0,Male,Vienna,Middle,Data Scientist,2.0,R,70000.0,7000.0,,60000.0,5000.0,,25.0,2.0,English,Drei,100-1000,Product,unlimited,Telecom,,,,,,,,,,,,,,
04.12.2019 06:31:15,24.0,Male,Stuttgart,Junior,DevOps,2.0,.NET,44000.0,6000.0,,,,,30.0,0.0,Deutsch,,1000+,Product,unlimited,Health,,,,,,,,,,,,,,
04.12.2019 06:55:16,,Female,Marburg,Junior,Fullstack Developer,0.0,Java,23500.0,3500.0,,,,,30.0,5.0,Deutsch,,10-50,Product,1 year,Сommerce,,,,,,,,,,,,,,
04.12.2019 06:58:37,37.0,Male,Munich,Senior,Backend Developer,17.0,Java,76500.0,3000.0,,75000.0,,,28.0,,English,,100-1000,Product,unlimited,Scientific Activities,,,,,,,,,,,,,,
04.12.2019 07:51:52,27.0,Male,Berlin,Middle,DevOps,6.0,AWS,66000.0,,1.0,,,,28.0,20.0,English,,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 09:11:59,31.0,Female,Berlin,Junior,Machine Learning Engineer,1.0,Python,52500.0,,,,,,30.0,20.0,Deutsch,,100-1000,Consulting / Agency,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 09:47:32,29.0,Female,Munich,Middle,Machine Learning Engineer,2.0,Python,57000.0,3000.0,,,,,25.0,,English,,up to 10,Startup,unlimited,Catering,,,,,,,,,,,,,,
04.12.2019 10:09:47,37.0,Male,Berlin,Senior,Backend Developer,12.0,Not Relevant,70000.0,5000.0,,65000.0,5000.0,,25.0,20.0,English,,50-100,Product,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 10:53:13,34.0,Male,Berlin,Senior,QA,8.0,Java,59000.0,3000.0,5000.0,56000.0,3000.0,5000.0,29.0,10.0,English,NewStore,100-1000,Product,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 10:55:05,,Male,Munich,Senior,Frontend Developer,20.0,Javascript / Typescript,63000.0,,,61000.0,,,30.0,4.0,English,,100-1000,Product,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 11:00:22,,Male,Amsterdam,Senior,Data Scientist,8.0,Python,98000.0,16000.0,75000.0,,,,30.0,,English,,1000+,,unlimited,,,,,,,,,,,,,,,
04.12.2019 11:25:41,,Male,Berlin,Senior,Backend Developer,8.0,Java,73000.0,5000.0,,,,,30.0,,English,,100-1000,Product,unlimited,Manufacture,,,,,,,,,,,,,,
04.12.2019 11:31:03,28.0,Female,Frankfurt,Junior,Mainframe,1.0,PHP,36000.0,,,,,,28.0,4.0,Deutsch,,10-50,Startup,unlimited,Telecom,,,,,,,,,,,,,,
04.12.2019 11:44:46,25.0,Male,Karlsruhe,Middle,Machine Learning Engineer,4.0,Kotlin,52200.0,,1.0,52200.0,,0.0,30.0,10.0,Deutsch,,10-50,Consulting / Agency,unlimited,IT,,,,,,,,,,,,,,
04.12.2019 11:57:27,,Male,Berlin,Lead,Backend Developer,7.0,Java,110000.0,20000.0,,,,,27.0,,English,,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 11:58:34,,Female,Hamburg,Middle,Frontend Developer,3.0,Javascript / Typescript,58000.0,6000.0,,,,,24.0,,Deutsch,,100-1000,Product,unlimited,,,,,,,,,,,,,,,
04.12.2019 12:06:12,,Male,Berlin,Senior,Data Scientist,7.0,R,98000.0,18000.0,20000.0,,,,25.0,,English,,50-100,Startup,unlimited,,,,,,,,,,,,,,,
04.12.2019 12:19:20,31.0,Male,Munich,Senior,SAP Consultant,8.0,Not Relevant,130000.0,,,110000.0,,,30.0,15.0,English,,1000+,Product,unlimited,IT,,,,,,,,,,,,,,
04.12.2019 12:22:59,27.0,Male,Munich,Junior,Software Architect,3.0,Not Relevant,50000.0,5000.0,,48000.0,4000.0,,33.0,10.0,English,,1000+,Product,unlimited,Manufacture,,,,,,,,,,,,,,
04.12.2019 13:11:39,28.0,Male,Munich,Senior,Frontend Developer,5.0,Javascript / Typescript,57000.0,,,52000.0,,,26.0,4.0,English,,100-1000,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 13:12:49,32.0,Male,Frankfurt,Middle,Data Scientist,3.0,Python,73500.0,7000.0,,62000.0,6000.0,,30.0,5.0,Deutsch,,1000+,Product,unlimited,Health,,,,,,,,,,,,,,
04.12.2019 13:36:18,28.0,Female,London,Middle,Business Analyst,3.0,SQL,48000.0,,,,,,30.0,4.0,English,,10-50,Product,unlimited,Gaming,,,,,,,,,,,,,,
04.12.2019 13:47:38,29.0,Male,Berlin,Middle,Data Scientist,4.0,Python,68000.0,,,75000.0,10000.0,,30.0,0.0,English,,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 13:47:57,37.0,Male,Berlin,Middle,QA,6.0,Java,65000.0,,,55000.0,,,24.0,,English,,50-100,Product,6 months,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 13:52:07,34.0,Male,Munich,Senior,Manager,12.0,Not Relevant,96000.0,25000.0,1500.0,92000.0,20000.0,1500.0,28.0,20.0,English,Cisco,1000+,Product,unlimited,IT,,,,,,,,,,,,,,
04.12.2019 13:53:20,29.0,Male,Munich,Junior,Data Scientist,2.0,Python,55000.0,,,,,,30.0,4.0,Deutsch,,10-50,Startup,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 13:57:23,30.0,Male,Hamburg,Senior,Data Engineer,3.0,Python,57000.0,3000.0,,45000.0,,,27.0,2.0,English,,100-1000,Product,unlimited,Marketing,,,,,,,,,,,,,,
04.12.2019 13:58:52,24.0,Male,Amsterdam,Senior,Machine Learning Engineer,3.0,Python,75000.0,,125.0,,,,,,English,,10-50,Startup,unlimited,Scientific Activities,,,,,,,,,,,,,,
04.12.2019 14:08:28,26.0,Male,Moscow,Middle,Data Scientist,3.0,R,46000.0,12000.0,1.0,23000.0,1.0,1.0,25.0,15.0,English,,1000+,Consulting / Agency,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 14:13:07,28.0,Male,Hamburg,Middle,Machine Learning Engineer,4.0,Python,65000.0,5000.0,1.0,,,,30.0,5.0,English,,100-1000,Consulting / Agency,unlimited,IT,,,,,,,,,,,,,,
04.12.2019 14:17:52,25.0,Male,Munich,Junior,Data Scientist,1.0,Python,48000.0,5300.0,,,,,30.0,0.0,English,Allianz Investment Management,100-1000,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 14:23:07,39.0,Male,Munich,Senior,Data Scientist,13.0,Python,135000.0,60000.0,,,,,30.0,2.0,English,,100-1000,Product,unlimited,Transport,,,,,,,,,,,,,,
04.12.2019 14:25:55,35.0,Male,Frankfurt,Senior,Software Architect,12.0,AWS,70000.0,7000.0,,70000.0,7000.0,,30.0,7.0,Deutsch,,1000+,Consulting / Agency,unlimited,IT,,,,,,,,,,,,,,
04.12.2019 14:26:50,36.0,Male,Berlin,Middle,Data Scientist,4.0,Python,58000.0,,,53000.0,,,30.0,0.25,Deutsch,,10-50,Consulting / Agency,unlimited,Agriculture,,,,,,,,,,,,,,
04.12.2019 14:30:56,35.0,Male,Munich,Senior,Network Engineer,12.0,Not Relevant,75000.0,,500.0,55000.0,800.0,,30.0,7.0,Deutsch,,up to 10,Consulting / Agency,unlimited,,,,,,,,,,,,,,,
04.12.2019 14:38:15,30.0,Female,London,Junior,Data Engineer,3.0,Azure,55000.0,6000.0,,55000.0,6000.0,,30.0,,English,Shell,1000+,Product,unlimited,Energy,,,,,,,,,,,,,,
04.12.2019 14:44:01,39.0,Male,Warsaw,Senior,Researcher,15.0,SAS,22000.0,,1.0,20000.0,1.0,1.0,26.0,15.0,English,,100-1000,Product,unlimited,Health,,,,,,,,,,,,,,
04.12.2019 14:45:01,31.0,Male,Berlin,Senior,Manager,10.0,Java,106000.0,,22000.0,,,,27.0,,English,,1000+,Startup,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 14:45:10,31.0,Male,Berlin,Senior,Manager,10.0,Java,106000.0,,22000.0,,,,27.0,,English,,1000+,Startup,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 14:46:11,29.0,Female,Berlin,Middle,Product Manager,7.0,Not Relevant,67000.0,5800.0,,,,,30.0,2.0,English,MOIA,100-1000,Product,unlimited,Transport,,,,,,,,,,,,,,
04.12.2019 14:51:04,33.0,Male,Munich,Senior,Data Scientist,11.0,Python,67500.0,,1.0,65000.0,,,32.0,3.0,English,,50-100,Product,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 14:51:22,,Male,Berlin,Senior,Data Scientist,6.0,Python,90000.0,16000.0,,84000.0,12000.0,,30.0,,Deutsch,,100-1000,Product,unlimited,,,,,,,,,,,,,,,
04.12.2019 14:56:16,31.0,Male,Stuttgart,Senior,Data Engineer,3.0,Python,20000.0,,,,,,,,Russian,,1000+,Bodyshop / Outsource,less than 3 months,Real Estate,,,,,,,,,,,,,,
04.12.2019 14:58:30,26.0,Male,Berlin,Middle,Machine Learning Engineer,3.0,Python,46000.0,,,46000.0,,,24.0,2.0,English,,10-50,Product,more than 1 year,Health,,,,,,,,,,,,,,
04.12.2019 15:01:17,33.0,Male,Berlin,Senior,Backend Developer,8.0,Python,75000.0,,10000.0,70000.0,,10000.0,25.0,20.0,English,Enterprise Software,100-1000,Product,unlimited,Software Development,,,,,,,,,,,,,,
04.12.2019 15:02:22,29.0,Male,Berlin,Junior,Frontend Developer,1.0,Javascript / Typescript,67000.0,7000.0,,,,,30.0,2.0,English,,1000+,Consulting / Agency,unlimited,,,,,,,,,,,,,,,
04.12.2019 15:10:37,35.0,Female,Berlin,Senior,Data Scientist,10.0,Python,140000.0,,,110000.0,,,30.0,12.0,English,,100-1000,Startup,,,,,,,,,,,,,,,,
04.12.2019 15:11:24,34.0,Male,Munich,Middle,Manager,7.0,Not Relevant,96000.0,9600.0,,84000.0,,,30.0,,English,,100-1000,Product,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 15:14:32,29.0,Female,Berlin,Middle,Frontend Developer,4.0,Javascript / Typescript,52000.0,,,,,,30.0,0.0,English,,1000+,Startup,unlimited,Сommerce,,,,,,,,,,,,,,
04.12.2019 15:15:47,22.0,Male,London,Senior,"CTO (CEO, CFO)",3.0,Not Relevant,45000.0,15000.0,15000.0,10000.0,10000.0,10000.0,30.0,5.0,English,,50-100,Startup,unlimited,Advertising,,,,,,,,,,,,,,
04.12.2019 15:15:52,32.0,Male,Berlin,Senior,Data Engineer,12.0,AWS,80000.0,,,60000.0,,,26.0,20.0,English,,100-1000,Startup,unlimited,Transport,,,,,,,,,,,,,,
04.12.2019 15:17:38,32.0,Male,Nuremberg,Middle,Data Scientist,2.0,Python,50000.0,4100.0,,,,,30.0,0.0,English,GfK,1000+,Consulting / Agency,unlimited,Marketing,,,,,,,,,,,,,,
04.12.2019 15:23:26,31.0,Male,Munich,Senior,SRE,10.0,Azure,72000.0,6000.0,,68400.0,5700.0,,30.0,20.0,Deutsch,,100-1000,Consulting / Agency,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 15:24:29,29.0,Male,Hannover,Middle,Data Scientist,4.0,Python,60000.0,,500.0,53000.0,,,30.0,3.0,Deutsch,,1000+,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
04.12.2019 15:49:39,30.0,Male,Hamburg,Senior,Data Scientist,6.0,Python,68000.0,,,68000.0,,,25.0,0.0,English,,100-1000,Product,unlimited,Gaming,,,,,,,,,,,,,,
04.12.2019 15:56:52,30.0,Male,Berlin,Middle,Data Engineer,9.0,Python,68000.0,,,,,,28.0,,English,,100-1000,Product,unlimited,Finance / Insurance,,,,,,,,,,,,,,
